"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,14.74,20.9511111111111,34.5922222222222,99.05,141.525555555556,46.53,2.87444444444444,2.04444444444444,31.4411111111111,26.65,1.70666666666667,3.34222222222222,1.26333333333333,21.4444444444444,60.4977777777778,77.7811111111111,75.9533333333333,63.5233333333333,59.7666666666667,60.5177777777778,72.2033333333333,83.5155555555556,91.0988888888889,96.5188888888889,100.68,101.858888888889,98.0544444444444,82.9755555555556,76.49,78.2966666666667,82.7211111111111,89.79,116.001111111111,180.557777777778,225.893333333333,640.72,1142.61444444444,1234.96333333333,1144.17888888889,1330.61111111111,1127.49333333333,1119.74,816.756666666667,553.407777777778,461.543333333333,858.903333333333,1392.32333333333,1060.06111111111,1203.44555555556,1114.08333333333,1441.78888888889,1932.90333333333,2435.35222222222,1180.82777777778,928.218888888889,1938.91,3169.06777777778,3627.29111111111,4010.45777777778,4315.12888888889,3384.15222222222,3394.63,2405.37666666667,1341.57777777778,1413.97,1826.99777777778,1550.46888888889,1712.08222222222,1848.13888888889,1881.14444444444,2324.41666666667,1917.63555555556,2320.52555555556,3434.04111111111,3640.34888888889,2029.16,1083.27666666667,508.732222222222,1405.97,1590.88222222222,1742.37111111111,2154.35222222222,1621.76444444444,2085.63,1835.33111111111,1032.54888888889,761.442222222222,1023.76333333333,1029.95444444444,701.306666666667,390.997777777778,328.438888888889,317.083333333333,343.733333333333,303.052222222222,217.534444444444,239.801111111111,285.314444444444,303.012222222222,328.005555555556,353.745555555556,395.637777777778,406.578888888889,413.373333333333,376.005555555556,391.385555555556,394.982222222222,399.693333333333,390.813333333333,386.526666666667,404.074444444444,433.558888888889,482.008888888889,462.782222222222,401.623333333333,353.447777777778,344.595555555556,344.592222222222,331.23,358.248888888889,330.737777777778,336.363333333333,337.228888888889,315.385555555556,328.298888888889,342.587777777778,399.64,402.876666666667,344.685555555556,235.086666666667,187.46,145.187777777778,135.587777777778,129.706666666667,131.375555555556,129.178888888889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73,74.8011111111111,63.1044444444444,62.28,91.7611111111111,133.225555555556,66.9911111111111,23.81,2.67777777777778,4.62111111111111,40.0622222222222,14.8533333333333,17.3166666666667,1.81888888888889,12.2588888888889,60.1377777777778,96.6911111111111,108.137777777778,102.828888888889,101.936666666667,102.05,110.003333333333,124.511111111111,145.08,154.278888888889,163.566666666667,130.671111111111,120.088888888889,101.557777777778,83.1366666666667,80.0533333333333,84.8766666666667,88.2466666666667,93.5155555555556,107.68,124.221111111111,190.1,357.318888888889,559.587777777778,543.531111111111,536.406666666667,419.123333333333,335.836666666667,268.368888888889,229.003333333333,247.854444444444,412.216666666667,828.396666666667,596.823333333333,737.554444444444,1062.42888888889,1337.7,2525.77666666667,1736.72333333333,775.587777777778,1139.48666666667,1617.61555555556,2392.01666666667,3676.16222222222,4245.30444444444,4289.15111111111,4287.15444444444,4036.57888888889,2707.47666666667,2084.08333333333,1702.45222222222,2314.93222222222,1987.73111111111,2589.24555555556,2433.59666666667,2779.94333333333,2454.76666666667,2486.58666666667,2422.93888888889,3401.04777777778,3619.20777777778,2087.64777777778,1261.68333333333,386.458888888889,711.427777777778,2099.22777777778,1909.87555555556,2767.47888888889,2356.98888888889,2197.73888888889,2524.69888888889,1471.78888888889,1034.24555555556,1111.40666666667,774.914444444444,483.798888888889,412.524444444444,348.66,324.267777777778,346.272222222222,317.275555555556,233.082222222222,241.842222222222,293.8,306.863333333333,340.967777777778,370.436666666667,418.167777777778,451.034444444444,447.321111111111,406.287777777778,425.56,458.3,470.282222222222,416.134444444444,408.905555555556,413.17,437.121111111111,490.834444444444,450.943333333333,397.134444444444,375.483333333333,373.035555555556,354.346666666667,337.602222222222,366.082222222222,355.186666666667,350.321111111111,333.025555555556,328.706666666667,368.597777777778,378.527777777778,373.522222222222,435.988888888889,338.895555555556,217.82,167.718888888889,124.953333333333,131.213333333333,126.87,128.477777777778,127.274444444444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102222222222222,37.0777777777778,173.57,133.557777777778,145.091111111111,104.188888888889,143.53,93.2733333333333,51.4366666666667,19.9966666666667,6.13777777777778,78.6377777777778,46.0833333333333,13.09,2.26333333333333,28.5644444444444,45.1744444444444,97.7922222222222,128.956666666667,143.835555555556,148.233333333333,153.672222222222,162.568888888889,167.996666666667,209.517777777778,197.688888888889,210.7,165.086666666667,130.47,119.835555555556,94.6966666666667,85.2111111111111,86.0966666666667,89.9766666666667,94.2488888888889,99.4022222222222,105.831111111111,113.88,133.366666666667,174.944444444444,188.414444444444,175.666666666667,179.036666666667,176.742222222222,184.253333333333,197.984444444444,216.694444444444,305.197777777778,329.232222222222,337.06,594.842222222222,913.933333333333,1740.60777777778,2448.14666666667,1265.53777777778,641.591111111111,1257.69333333333,2794.94,3083.52777777778,4077.83666666667,4486.70333333333,4201.66222222222,4105.81222222222,3853.83888888889,3632.35888888889,2909.18888888889,1898.51222222222,2625.88333333333,2852.08666666667,3185.77111111111,3094.42111111111,2736.41,2881.18777777778,3040.23444444444,2434.03888888889,3327.51222222222,3919.16111111111,1917.93444444444,1006.76222222222,505.586666666667,417.356666666667,1089.23333333333,2267.10333333333,2849.93888888889,2232.26,2726.64777777778,2849.13,2349.24555555556,1088.13444444444,1081.07333333333,463.59,442.056666666667,418.252222222222,348.195555555556,337.544444444444,352.598888888889,321.388888888889,247.035555555556,273.574444444444,308.192222222222,341.884444444444,349.853333333333,381.34,421.02,478.167777777778,482.567777777778,465.663333333333,473.657777777778,507.063333333333,508.703333333333,437.49,460.675555555556,433.63,464.504444444444,481.287777777778,471.107777777778,418.496666666667,380.255555555556,378.962222222222,369.167777777778,359.824444444444,344.917777777778,360.863333333333,347.761111111111,346.422222222222,356.913333333333,352.043333333333,382.018888888889,398.417777777778,382.681111111111,307.926666666667,225.322222222222,146.502222222222,95.3611111111111,126.026666666667,123.567777777778,126.748888888889,125.077777777778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848888888888889,56.8955555555556,254.154444444444,205.967777777778,153.526666666667,131.87,181.463333333333,141.924444444444,90.9711111111111,49.8266666666667,8.53,18.5533333333333,38.5666666666667,11.0577777777778,1.2,26.9811111111111,31.7755555555556,82.6477777777778,127.758888888889,175.317777777778,192.578888888889,206.947777777778,229.561111111111,215.82,270.971111111111,239.828888888889,178.945555555556,151.24,125.445555555556,126.392222222222,104.988888888889,94.24,90.3077777777778,92.2377777777778,95.8144444444444,100.432222222222,108.155555555556,113.671111111111,121.011111111111,127.39,136.491111111111,143.525555555556,149.86,156.49,164.334444444444,177.748888888889,238.36,476.446666666667,289.706666666667,334.494444444444,536.254444444444,983.827777777778,1564.96222222222,1857.64111111111,1044.47,720.653333333333,1186.84222222222,1985.94111111111,2515.36444444444,3690.66,4473.91666666667,4287.8,3972.9,3711.56333333333,2660.25333333333,2310.1,2506.77888888889,3019.63777777778,3152.04444444444,3685.37555555556,3677.42,2582.30888888889,3084.13777777778,2915.39888888889,2341.66111111111,3426.02888888889,3128.18666666667,2230.58888888889,1034.71,570.025555555556,383.492222222222,690.558888888889,2064.15888888889,2845.81888888889,2395.44333333333,2655.43888888889,3078.37222222222,2814.20555555556,1146.40555555556,727.657777777778,450.297777777778,428.57,415.4,364.305555555556,348.222222222222,354.238888888889,315.562222222222,262.54,292.932222222222,331.564444444444,366.813333333333,384.111111111111,392.703333333333,431.596666666667,501.121111111111,509.684444444444,537.615555555555,497.078888888889,541.56,538.212222222222,487.256666666667,466.284444444444,475.695555555556,521.185555555556,536.024444444444,476.835555555556,427.95,385.388888888889,382.052222222222,409.692222222222,376.815555555556,347.018888888889,357.955555555556,348.756666666667,365.433333333333,377.822222222222,375.157777777778,335.522222222222,340.955555555556,324.326666666667,276.124444444444,214.563333333333,137.437777777778,119.773333333333,122.067777777778,121.731111111111,123.682222222222,122.186666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146666666666667,42.3544444444444,243.28,178.521111111111,143.583333333333,170.11,221.052222222222,208.647777777778,115.874444444444,73.3311111111111,17.5666666666667,2.43555555555556,5.58666666666667,11.8733333333333,4.20888888888889,6.23555555555556,7.92111111111111,55.9544444444444,104.093333333333,165.627777777778,231.177777777778,241.395555555556,255.556666666667,260.16,273.437777777778,232.893333333333,167.285555555556,143.88,115.201111111111,116.288888888889,111.536666666667,101.452222222222,96.7577777777778,97.8766666666667,100.012222222222,103.162222222222,107.47,112.215555555556,120.448888888889,128.428888888889,137.156666666667,144.938888888889,153.255555555556,161.483333333333,168.497777777778,175.385555555556,206.7,481.36,319.048888888889,497.036666666667,666.65,780.604444444444,1067.99666666667,1375.22888888889,1053.99777777778,869.105555555555,1357.65111111111,1459.48777777778,2956.87777777778,3824.66111111111,4195.52222222222,4528.86444444444,4458.53,4271.76333333333,3529.04,3243.15333333333,3280.49,3411.37888888889,3484.17111111111,3267.73666666667,3821.47777777778,3053.91666666667,3656.87222222222,3330.18888888889,2777.36444444444,3348.94333333333,3463.81444444444,1984.98888888889,1236.25222222222,574.116666666667,390.568888888889,481.043333333333,1160.72444444444,2164.8,2606.40888888889,2561.40888888889,3375.02666666667,2498.20111111111,1049.85777777778,672.811111111111,484.008888888889,430.882222222222,403.47,376.13,355.958888888889,350.01,307.955555555556,264.086666666667,296.958888888889,348.414444444444,396.532222222222,422.515555555556,400.134444444444,454.154444444444,465.34,524.144444444444,552.733333333333,537.96,579.388888888889,531.647777777778,492.117777777778,469.547777777778,466.985555555556,562.534444444444,525.777777777778,459.68,419.86,416.961111111111,403.471111111111,436.962222222222,378.113333333333,368.633333333333,344.322222222222,356.7,403.994444444444,367.908888888889,364.175555555556,302.287777777778,294.827777777778,278.098888888889,245.778888888889,212.976666666667,138.822222222222,118.576666666667,108.223333333333,120.852222222222,119.711111111111,123.275555555556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1511111111111,115.138888888889,127.505555555556,111.453333333333,147.203333333333,188.16,157.565555555556,128.986666666667,84.8544444444444,19.9944444444444,3.49444444444444,6.75222222222222,15.5988888888889,13.65,11.9644444444444,15.1455555555556,30.41,72.0455555555556,117.044444444444,171.273333333333,194.314444444444,214.042222222222,267.271111111111,295.021111111111,231.911111111111,176.325555555556,155.991111111111,128.038888888889,108.035555555556,110.991111111111,105.79,103.885555555556,104.312222222222,107.233333333333,108.27,109.965555555556,114.526666666667,119.022222222222,127.311111111111,136.346666666667,143.674444444444,151.234444444444,159.942222222222,170.801111111111,182.343333333333,190.178888888889,221.76,212.715555555556,247.858888888889,820.034444444444,520.942222222222,827.544444444444,715.015555555556,585.116666666667,763.634444444444,915.013333333333,1582.41111111111,1852.77222222222,2547.90888888889,3468.63444444444,3869.54555555556,4362.21111111111,4200.14555555556,3670.39555555556,4108.79444444444,3431.01666666667,3636.15222222222,3835.75777777778,3307.23444444444,3032.22222222222,3211.05888888889,3963.30333333333,3748.79555555556,3268.22222222222,3097.06444444444,3913.97333333333,2912.85888888889,1589.53,497.974444444444,391.24,435.348888888889,852.884444444444,1451.93777777778,2813.66111111111,2572.91333333333,3223.37222222222,2378.35777777778,1032.59333333333,650.642222222222,502.031111111111,437.723333333333,409.582222222222,384.26,364.168888888889,342.575555555556,299.363333333333,274.196666666667,315.59,373.884444444444,392.427777777778,428.967777777778,410.815555555556,451.282222222222,486.416666666667,491.822222222222,550.496666666667,582.732222222222,612.431111111111,558.34,542.452222222222,492.238888888889,473.551111111111,566.88,519.263333333333,485.147777777778,439.882222222222,428.632222222222,407.544444444444,401.278888888889,381.74,364.724444444444,348.16,353.537777777778,395.697777777778,377.542222222222,381.255555555556,335.888888888889,280.401111111111,243.364444444444,229.202222222222,197.746666666667,125.003333333333,110.143333333333,91.5522222222222,118.833333333333,119.701111111111,120.722222222222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394444444444444,59.2188888888889,116.933333333333,93.4288888888889,70.8322222222222,96.9766666666667,90.4744444444444,79.6955555555556,63.2477777777778,14.6844444444444,11.7022222222222,18.3577777777778,30.8355555555556,40.34,46.0688888888889,41.0577777777778,30.4811111111111,48.19,78.1266666666667,131.147777777778,162.403333333333,203.042222222222,240.76,284.512222222222,247.472222222222,205.265555555556,172.51,138.417777777778,118.41,111.237777777778,110.574444444444,110.364444444444,111.172222222222,113.97,114.631111111111,115.26,118.691111111111,123.638888888889,127.585555555556,133.616666666667,144.475555555556,152.487777777778,162.418888888889,173.58,182.874444444444,191.976666666667,199.616666666667,238.254444444444,345.665555555556,490.941111111111,429.804444444444,698.398888888889,435.14,313.724444444444,573.436666666667,1061.46555555556,1177.33111111111,2305.85,2125.91888888889,3125.26888888889,3520.50555555556,3619.04888888889,4413.67111111111,3921.86,3985.58333333333,4152.54333333333,3454.75444444444,3450.68333333333,3259.01555555556,3798.42444444444,3361.19444444444,3989.43555555556,3781.40888888889,3437.73111111111,2989.51777777778,3892.78777777778,3214.91777777778,1348.98333333333,574.74,421.21,409.648888888889,702.23,1151.33222222222,1994.72777777778,3049.92222222222,2888.15,2298.88333333333,980.825555555556,895.516666666667,511.418888888889,463.252222222222,431.867777777778,400.005555555556,372.26,331.16,297.324444444444,287.85,344.102222222222,365.545555555556,398.05,410.74,446.703333333333,471.442222222222,530.981111111111,515.652222222222,554.418888888889,650.397777777778,618.917777777778,663.341111111111,588.35,516.542222222222,490.011111111111,520.767777777778,517.695555555556,498.081111111111,450.138888888889,435.408888888889,419.214444444444,399.366666666667,393.682222222222,388.05,370.825555555556,344.887777777778,348.165555555556,343.792222222222,332.694444444444,311.866666666667,259.712222222222,221.753333333333,189.822222222222,192.974444444444,103.502222222222,112.432222222222,112.423333333333,117.588888888889,97.2433333333333,114.266666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8533333333333,85.58,79.7444444444444,19.6177777777778,29.1077777777778,35.6455555555556,30.6033333333333,24.6922222222222,17.34,26.7633333333333,35.9288888888889,49.8555555555556,74.09,97.2555555555556,90.4011111111111,68.3366666666667,57.0033333333333,70.5922222222222,106.606666666667,138.536666666667,184.008888888889,214.29,241.93,237.541111111111,232.332222222222,201.158888888889,152.708888888889,134.045555555556,118.722222222222,115.086666666667,114.853333333333,116.117777777778,119.936666666667,122.427777777778,121.11,123.943333333333,128.645555555556,132.54,135.298888888889,141.233333333333,153.522222222222,165.184444444444,174.234444444444,184.092222222222,188.477777777778,245.02,503.736666666667,359.57,330.4,347.268888888889,509.441111111111,596.477777777778,304.984444444444,406.635555555556,910.048888888889,1247.38777777778,1846.25777777778,2943.77222222222,2691.60333333333,2882.63333333333,3782.64444444444,5211.27333333333,4261.11,4523.97333333333,4082.75777777778,4205.64555555556,3855.77333333333,3998.52333333333,3758.70777777778,4015.69111111111,3714.53444444444,4514.25888888889,4105.67666666667,3585.80888888889,3478.48888888889,3363.23777777778,1456.63444444444,645.392222222222,443.557777777778,419.324444444444,619.692222222222,1151.02555555556,1577.49333333333,2411.87555555556,3148.65222222222,2063.42444444444,1301.24444444444,1343.73444444444,551.508888888889,503.176666666667,457.858888888889,417.052222222222,375.936666666667,323.455555555556,299.052222222222,300.022222222222,329.822222222222,403.22,401.163333333333,445.742222222222,490.518888888889,502.427777777778,559.97,542.975555555556,555.973333333333,672.316666666667,719.141111111111,729.226666666667,652.181111111111,548.408888888889,510.723333333333,546.454444444444,526.467777777778,487.367777777778,443.753333333333,492.143333333333,447.207777777778,433.247777777778,442.328888888889,413.227777777778,382.207777777778,371.848888888889,327.524444444444,301.397777777778,330.582222222222,301.203333333333,257.536666666667,212.677777777778,175.637777777778,173.241111111111,89.21,67.3877777777778,94.3433333333333,116.007777777778,87.6288888888889,113.948888888889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00777777777778,23.6666666666667,72.6677777777778,7.19,6.19777777777778,8.85666666666667,9.53222222222222,15.79,29.5411111111111,45.07,57.4755555555556,79.1033333333333,111.856666666667,148.258888888889,172.414444444444,160.896666666667,95.3155555555556,108.607777777778,115.092222222222,113.624444444444,166.552222222222,222.958888888889,250.34,248.127777777778,246.852222222222,216.606666666667,172.448888888889,150.625555555556,131.231111111111,118.911111111111,119.241111111111,122.407777777778,126.327777777778,129.472222222222,127.067777777778,130.303333333333,134.011111111111,140.29,139.467777777778,142.212222222222,147.83,157.694444444444,167.654444444444,179.346666666667,185.483333333333,372.691111111111,719.96,440.957777777778,334.614444444444,380.691111111111,399.486666666667,437.53,315.514444444444,466.651111111111,915.785555555556,1594.30333333333,2172.87888888889,2711.21333333333,3743.40222222222,4066.93777777778,3241.67888888889,3894.72555555556,5054.23888888889,3954.60555555556,4315.97111111111,4214.15888888889,4363.54333333333,4376.24222222222,3721.58111111111,4292.24777777778,4201.18,4782.27444444444,4318.71777777778,3940.19222222222,3366.31888888889,2915.45777777778,1710.14111111111,822.734444444444,488.851111111111,442.251111111111,554.585555555556,937.483333333333,1399.68222222222,2315.04888888889,3026.55111111111,1841.41555555556,1751.36,1362.73222222222,600.9,544.105555555556,481.792222222222,431.495555555556,375.622222222222,322.588888888889,298.642222222222,296.484444444444,338.887777777778,410.784444444444,439.2,478.898888888889,522.204444444444,523.438888888889,548.205555555556,550.034444444444,589.281111111111,642.463333333333,728.53,773.148888888889,684.615555555556,601.361111111111,546.871111111111,561.623333333333,530.452222222222,488.228888888889,475.116666666667,486.668888888889,489.35,468.545555555556,452.826666666667,423.662222222222,405.851111111111,360.124444444444,304.2,293.805555555556,320.885555555556,264.577777777778,245.906666666667,221.146666666667,185.258888888889,134.673333333333,106.825555555556,64.7333333333333,107.686666666667,113.576666666667,114.148888888889,112.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,1.76,0.113333333333333,1.33333333333333,5.86888888888889,13.3244444444444,25.0822222222222,46.1811111111111,72.85,88.4488888888889,124.574444444444,176.218888888889,209.163333333333,272.474444444444,273.31,147.321111111111,168.702222222222,229.653333333333,123.733333333333,153.683333333333,245.075555555556,275.883333333333,274.786666666667,238.244444444444,197.077777777778,189.234444444444,166.216666666667,145.764444444444,129.042222222222,127.097777777778,128.593333333333,132.213333333333,135.578888888889,134.537777777778,134.884444444444,138.924444444444,146.608888888889,146.622222222222,151.09,153.578888888889,157.27,164.528888888889,169.294444444444,175.804444444444,201.598888888889,654.656666666667,514.701111111111,387.278888888889,416.104444444444,439.033333333333,327.787777777778,348.712222222222,725.193333333333,1249.25,1272.22444444444,2434.85555555556,3575.77,3837.97777777778,4574.99444444444,4271.36444444444,3160.83666666667,4175.22333333333,4406.81222222222,4495.71222222222,3978.23666666667,4260.40111111111,4683.51333333333,4272.25333333333,4025.44666666667,5185.82,4737.44111111111,3940.93222222222,3831.54666666667,3167.91555555556,3860.98444444444,2452.79,1123.45,609.593333333333,509.067777777778,852.478888888889,1445.62666666667,1835.86222222222,2468.85888888889,2659.74222222222,2240.48333333333,2175.56666666667,1341.11,650.007777777778,585.938888888889,501.578888888889,440.305555555556,370.202222222222,322.682222222222,303.894444444444,300.873333333333,387.808888888889,451.183333333333,468.475555555556,467.373333333333,497.196666666667,535.387777777778,561.216666666667,549.3,618.703333333333,698.361111111111,802.237777777778,828.177777777778,818.84,685.713333333333,573.55,574.943333333333,602.797777777778,530.718888888889,510.324444444444,490.764444444444,552.743333333333,528.057777777778,459.547777777778,456.702222222222,428.708888888889,383.274444444444,306.612222222222,270.1,268.225555555556,239.032222222222,222.291111111111,206.151111111111,169.673333333333,125.108888888889,126.15,115.111111111111,122.453333333333,111.478888888889,110.446666666667,111.041111111111
